Title,Authors
The FinTech Revolution and Financial Regulation: The Case of Online Supply-Chain Financing,"Tsai C.-H., Peng K.-J."
Making Markets Work: The Critical Role of Market Infrastructure,Czervionke E.
Online P2P Lending and Regulatory Responses in China: Opportunities and Challenges,Huang R.H.
"Digital financial inclusion - an engine for ""leaving no one behind""",Ferrata L.
Do Interest Rate Liberalization and Fintech Mix? Impact on Shadow Deposits in China,"Chan S., Ji Y."
Consumer protection of digital financial services in Russia and abroad,"Frolova E.E., Ermakova E.P., Protopopova O.V."
Entrepreneurial fintech clusters,"Gazel M., Schwienbacher A."
Legal certainty on financial technology organisers: Perspective of regulatory sandbox implementation,"Yuspin W., Putri Y.R.A., Ikbal M."
Financing with heart and intelligence: augmenting intimacy and sustainability through islamic fintech,"Tajudin M., Omar R., Smedlund A., Aziz R.P."
From shadow banking to digital financial inclusion: China’s rise and the politics of epistemic contestation within the financial stability board,"Knaack P., Gruin J."
FinTech and data privacy in Germany: An empirical analysis with policy recommendations,"Dorfleitner G., Hornuf L."
The effect of financial inclusion and financial technology on effectiveness of the Indonesian monetary policy,"Saraswati B.D., Maski G., Kaluge D., Sakti R.K."
Future of finance: From g20 to practical implementation of multi-stakeholder governance on blockchain based finance,Takanashi Y.
"Understanding China’s fintech sector: development, impacts and risks","Hua X., Huang Y."
"Economic Ripple Effect Analysis of New Converging Industry: Focusing on Inter-Industrial Analysis of Fintech Industry in South Korea, China and the United States","Sawng, YW; Xu, Y; Shin, JH; Kim, M"
From shadow banking to digital financial inclusion: China's rise and the politics of epistemic contestation within the financial stability board,"Knaack, P; Gruin, J"
FINTECH REGULATORY SANDBOXES IN AUSTRALIA AND MALAYSIA: A LEGAL ANALYSIS,"Khalid, M; Kunhibava, S"
"Understanding China's fintech sector: development, impacts and risks","Hua, XP; Huang, YP"
Introducing a cultural approach to technology in financial markets,"Hardin C., Rottinghaus A.R."
Capitalizing on the crowd: The monetary and financial ecologies of crowdfunding,"Langley P., Leyshon A."
The security and financial implications of blockchain technologies: Regulating emerging technologies in Canada,"Ducas E., Wilner A."
Impact of digital finance on financial inclusion and stability,Ozili P.K.
"Equity crowdfunding in Hong Kong: potential, challenges and investor protection",Lee E.
"The Regulation of Initial Coin Offerings in China: Problems, Prognoses and Prospects","Deng H., Huang R.H., Wu Q."
"Social fintech: Definition, categorization and empirical illustration [Fintech social: Definição, categorização e ilustrações empíricas]","Siqueira E.S., Diniz E.H., Albino R.D."
RegTech: Building a Better Financial System,"Arner D.W., Barberis J., Buckley R.P."
From the Ground Up: The Financial Inclusion Frontier,"Hotchkiss G., Lee Kuo Chuen D."
Fintech and the city: Sandbox 2.0 policy and regulatory reform proposals,Truby J.
"The national payment system in lesotho, 2000–2016","Sekantsi L.P., Lechesa M.E."
"Regulatory Fitness: Fintech, Funny Money, and Smart Contracts",Brownsword R.
FinTech on the Dark Web: the rise of cryptos,Todorof M.
Regulatory Technology: Replacing Law with Computer Code,"Micheler E., Whaley A."
Competing with bitcoin - some policy considerations for issuing digitalized legal tenders,Kovanen A.
Smart insurance contracts based on virtual currency: Legal sources and chosen issues,Zgraggen R.R.
A Tale of Two Markets: How Lower-end Borrowers Are Punished for Bank Regulatory Failures in Nigeria,Omede P.I.
Consumer protection on peer to peer lending financial technology in Indonesia,"Hidayat A.S., Alam F.S., Helmi M.I."
Regional Development of China’s Inclusive Finance Through Financial Technology,"Hasan M.M., Yajuan L., Mahmud A."
Strategic foresight for organizational agility at Nedbank Area Collaboration,"Oosthuizen M., Scheepers C."
"Corporate banking—risk management, regulatory and reporting framework in India: a Blockchain application-based approach","Dashottar S., Srivastava V."
P2P lending in China: Role and prospects for the future,"Hsu S., Li J., Bao H."
Moving from the millennium to the sustainable development goals: Lessons and recommendations,Awaworyi Churchill S.
Financial awareness: Developing an extension of financial literacy for low-income populations utilizing FinTech,"Rivas A.G., Heng C.-S."
"Technology, small states and the legitimacy of digital development: combatting de-risking through blockchain-based re-risking?","Campbell-Verduyn M., Rodima-Taylor D., Hütten M."
Friend or foe: The divergent effects of FinTech on financial stability,"Fung D.W.H., Lee W.Y., Yeh J.J.H., Yuen F.L."
Fintech law and practice: A Korean perspective,Jung S.
"Fintech, overcoming friction and new models of financial regulation","Fenwick M., Vermeulen E.P.M."
Regional Development of China's Inclusive Finance Through Financial Technology,"Hasan, MM; Lu, YJ; Mahmud, A"
Digital Finance Inclusion and the Mobile Money Social Enterprise: A Socio-Legal Critique of M-Pesa in Kenya,"Natile, S"
"Corporate banking-risk management, regulatory and reporting framework in India: a Blockchain application-based approach","Dashottar, S; Srivastava, V"
Some creative industry problems in Indonesia and the solution alternatives,"Ratnaningtyas S., Kusumah R.J."
The need for an innovation principle in regulatory impact assessment: The case of finance and innovation in Europe,Zilgalvis P.
Analyzing China's Fintech Industry from the Perspective of Actor-Network Theory,"Shim Y., Shin D.-H."
Understanding safe performance in rapidly evolving systems: a risk management analysis of the 2010 US financial market Flash Crash with Rasmussen's risk management framework,"Minotra D., Burns C.M."
A new era in fintech payment innovations? A perspective from the institutions and regulation of payment systems,Chiu I.H.-Y.
Big data in finance and the growth of large firms,"Begenau J., Farboodi M., Veldkamp L."
Progress of Fintech industry from venture capital point of view,"Hsieh K.-H., Li E.Y."
"Evidence and Actions on Mortgage Market Disparities: Research, Fair Lending Enforcement, and Consumer Protection","Courchane M.J., Ross S.L."
Not Just Another Shadow Bank: Chinese Authoritarian Capitalism and the ‘Developmental’ Promise of Digital Financial Innovation,"Gruin J., Knaack P."
Information quality of web services: Payment account online comparison tools survey in the Czech republic and Slovakia,Soukal I.
"The poverty of fintech? Psychometrics, credit infrastructures, and the limits of financialization",Bernards N.
Understanding technological change in global finance through infrastructures: Introduction to Review of International Political Economy Special Issue ‘The Changing Technological Infrastructures of Global Finance’,"Bernards N., Campbell-Verduyn M."
Financial Technology and E-Corporate Governance Model for Small Medium Enterprises,Mutamimah
Information exchange market and the performance of small businesses in Soweto,"Musakanya J.G.R., Maphela B."
Exploring the curriculum development of financial technology based on industry-academia collaboration,"Chen K., Teng Q., Zhang Y."
Blockchain finance: Questions regulators ask,Ozili P.K.
The road to RegTech: the (astonishing) example of the European Union,"Buckley R.P., Arner D.W., Zetzsche D.A., Weber R.H."
The concept of contract in financial technology era connected with sharia principles [El concepto de contrato en la era de la tecnología financiera relacionado con los principios de la sharia],"Imaniyati N.S., Nurhasanah N., Tohir T."
Implementation of confidentiality and data security in the execution of the lending and borrowing money service based on information technology in Indonesia,Wahyuni S.
Bankaool Bank: architecting an online-only financial brand,Reyes-Mercado P.
The disruption of the prudential regulatory framework,Siciliani P.
"Sustainability, FinTech and Financial Inclusion","Arner D.W., Buckley R.P., Zetzsche D.A., Veidt R."
Urgency of applying regulatory sandbox as a legal protection efforts for equity crowdfunding investors,"Tejomurti K., Wibowo Gumbira S., Fajarul Husna N., Kadir Jaelani A., Nurhidayatuloh"
Emerging illegal wildlife trade issues: A global horizon scan,"Esmail N., Wintle B.C., t Sas-Rolfes M., Athanas A., Beale C.M., Bending Z., Dai R., Fabinyi M., Gluszek S., Haenlein C., Harrington L.A., Hinsley A., Kariuki K., Lam J., Markus M., Paudel K., Shukhova S., Sutherland W.J., Verissimo D., Wang Y., Waugh J., Wetton J.H., Workman C., Wright J., Milner-Gulland E.J."
Fin vs. tech: are trust and knowledge creation key ingredients in fintech start-up emergence and financing?,"Cojoianu T.F., Clark G.L., Hoepner A.G.F., Pažitka V., Wójcik D."
Towards an economic geography of FinTech,"Lai K.P.Y., Samers M."
Collaborative regulatory development in Sri Lankan mobile money sector for financial inclusion,"Suwandaarachchi M., Bahri S., Fauzi A."
Hong Kong’s fintech automation: Economic benefits and social risks,Donald D.C.
Rethinking the regulatory sandbox for financial innovation: An assessment of the UK and Singapore,Chen C.
Understanding technological change in global finance through infrastructures Introduction to Review of International Political Economy Special Issue 'The Changing Technological Infrastructures of Global Finance',"Bernards, N; Campbell-Verduyn, M"
What blockhain developers and users expect from virtual currency regulations: A survey study,"Dahlberg, T"
The Disruption of the Prudential Regulatory Framework,"Siciliani, P"
Not Just Another Shadow Bank: Chinese Authoritarian Capitalism and the 'Developmental' Promise of Digital Financial Innovation,"Gruin, J; Knaack, P"
From Fintech to Finlife: the case of Fintech Development in China,Chen L.
The digital revolution in financial inclusion: international development in the fintech era,"Gabor D., Brooks S."
FinTech in China: From shadow banking to P2P lending,"Barberis J., Arner D.W."
On the Educational Curriculum in Finance and Technology,"Karkkainen T., Panos G.A., Broby D., Bracciali A."
Does credit reporting lead to a decline in relationship lending? Evidence from information sharing technology,Sutherland A.
Topics of disclosure on the websites: An empirical analysis for fintech companies,"Herrador-Alcaide T.-C., Hernández-Solís M."
"Fintech, regulatory arbitrage, and the rise of shadow banks","Buchak G., Matvos G., Piskorski T., Seru A."
"Money after Blockchain: Gold, Decentralised Politics and the New Libertarianism",Allon F.
Reshaping the Financial Order,"Dula C., Lee Kuo Chuen D."
Peer-To-Peer Lending,Patwardhan A.
Artificial intelligence and augmented intelligence collaboration: Regaining trust and confidence in the financial sector,"Lui A., Lamb G.W."
"Inside global financial networks: The state, lead firms, and the rise of fintech",Töpfer L.-M.
Transformation through unbundling: Visualizing the global FinTech ecosystem,"Basole R.C., Patel S.S."
The Identity Challenge in Finance: From Analogue Identity to Digitized Identification to Digital KYC Utilities,"Arner D.W., Zetzsche D.A., Buckley R.P., Barberis J.N."
Impact of Digital Transformation on Value Creation in Fintech Services: An Innovative Approach,Boratyńska K.
Fintech: A new avenue of banks to enhance customer digital experience (DX),Ramesh L.
"Tracing mutations of neoliberal development governance: ‘Fintech’, failure and the politics of marketization",Bernards N.
"Crowdfunding, financing opportunity in latin america and the caribbean [El Crowdfunding, una nueva oportunidad de financiamiento en América Latina y en el Caribe]",Camargo Y.I.B.
Motives to form alliances for digital innovation: The case of banks and fintechs,"Holotiuk F., Klus M.F., Lohwasser T.S., Moormann J."
The promise and perils of alternative market-based finance: the case of P2P lending in the UK,Bavoso V.
Regulatory sandbox analysis to prevent money laundering crime of financial technology in Indonesia,"Hapsari R.A., Maroni, Satria I."
Municipal Bond Markets,"Cestau D., Hollifield B., Li D., Schürhoff N."
Risk aversion and the adoption of Fintech by South African banks,Coetzee J.
The Potential of FinTech in Enabling Financial Inclusion,Makina D.
Smart Precision Finance for Small Businesses Funding,Donald D.C.
Alternative Financing Approaches and Regulation in Africa,Salami I.
The role of Indonesian government in protecting borrowers’ data of p2p fintech lending platform,Irawan I.
FinTech in India: An analysis on impact of telecommunication on financial inclusion,"Siddiqui T.A., Siddiqui K.I."
The small-dollar loan industry: a new era of regulatory reform—and emerging competition?,Hemphill T.A.
Mapping the intermediate: lived technologies of money and value,"Tankha M., Dalinghaus U."
Sandboxes and testnets as “trading zones” for blockchain governance,Reshef Kera D.
PS14 Lessons from the rise and fall of Chinese peer-to-peer lending,"Ding C., Kavuri A.S., Milne A."
Regulating fintech in asia: An introduction,"Fenwick M., Van Uytsel S., Ying B."
"Inside global financial networks The state, lead firms, and the rise of fintech","Topfer, LM"
Transformation Through Unbundling: Visualizing the Global FinTech Ecosystem,"Basole, RC; Patel, SS"
"Tracing mutations of neoliberal development governance: 'Fintech', failure and the politics of marketization","Bernards, N"
New approaches to MSME lending: Challenging traditional credit assessment models in electronic cash-flow environments,"Deluca T., Meehan J., Lloyd J."
Blockchain-A Financial Technology for Future Sustainable Development,Nguyen Q.K.
The Concentric Development of the Financial Technology (Fintech) Ecosystem in Indonesia,"Muthukannan P., Tan F.T.C., Tan B., Leong C."
Challenges and dynamics of FinTech crowd funding: An innovation system approach,Wonglimpiyarat J.
Fintech in corporations. Transforming the finance function,Dimbean-Creta O.
How can legislators protect sport from the integrity threat posed by cryptocurrencies?,Kerr J.
Regulation and Supervision in a Digital and Inclusive World,"Michaels L., Homer M."
Russian practice of state support and financial technologies for restructuring mortgage loans,"Tsyganov A.A., Yazykov A.D., Gryzenkova Y.V."
A great leap of faith: The cashless agenda in Digital India,Athique A.
Equity crowdfunding: anything to celebrate?,Schwienbacher A.
Virtual and cryptocurrencies—regulatory and anti-money laundering approaches in the European Union and in Switzerland,Frick T.A.
Effect of Fintech on the Cost Malmquist Productivity Index in the China Banking Industry,"Liao W.-L., Yao C.-Y., Yang Y.-P."
A Vision for the future: The Bermuda fintech story,"Burt E.D., Swammy S., Thompson R., Loh M."
The roles of alternative data and machine learning in fintech lending: Evidence from the LendingClub consumer platform,"Jagtiani J., Lemieux C."
Big data and Fintech tools to prevent and relieve consumer overindebtedness: A proposal [Herramientas del big data y fintech para prevenir y aliviar el sobreendeudamiento del consumidor: Una propuesta],Serrano J.L.G.
The regulation of crypto-assets in the EU – investment and payment tokens under the radar,Ferrari V.
The impact of deep learning on organizational agility,"Wang H., Huang J., Zhang Z."
FINTECH IN CORPORATIONS. TRANSFORMING THE FINANCE FUNCTION,"Dimbean-Creta, O"
Big data and Fintech tools to prevent and relieve consumer overindebtedness: A proposal,"Serrano, JLG"
"Fintech - Already new fashion in finance, but what about the future?",Dimbean-Creta O.
"Understand global capitalism (reflections on the book ""global capital"", by A.V. Buzgalin and A.I. Kolganov) [Poniat' global'nyi kapitalizm]",Mareev S.N.
Do fintech lenders penetrate areas that are underserved by traditional banks?,"Jagtiani J., Lemieux C."
How to Analyze Data from Unlisted but Rich Firms: From the Perspective of Data and Analysis,"Newman R., Chang V., Walters R.J., Wills G."
Fintech: The Impact on Consumers and Regulatory Responses,"Jagtiani J., John K."
A 2020 perspective on “The performance of the P2P finance industry in China”,"Gao Y., Yu S.-H., Chen M., Shiue Y.-C."
"Regulation of the Crypto-Economy: Managing Risks, Challenges, and Regulatory Uncertainty","Cumming, DJ; Johan, S; Pant, A"
A 2020 perspective on The performance of the P2P finance industry in China,"Gao, Y; Yu, SH; Chen, M; Shiue, YC"
Fintech,Puschmann T.
Are there lessons from gambling control for tobacco control?,Farrell L.
